,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
406,https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,genital warts,13,The human papillomavirus (HPV) causes the most common of sexually transmitted infections. Vaccines can help protect against the HPV strains that cause genital warts.,165,48964,1672,11,5,70,44,67,45,0.0,2019-11-20
407,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205,congenital adrenal hyperplasia,30,Congenital adrenal hyperplasia (CAH) is a group of inherited genetic conditions that limits the adrenal glands' ability to make certain vital hormones.,151,52635,1757,11,4,74,47,67,45,0.0,2020-03-03
408,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074,congenital heart defects in children,36,"Learn about symptoms, tests and treatments for a problem in the structure of the heart (congenital heart defect) that is present in a child at birth.",149,69002,2908,32,17,110,80,71,49,0.0,2018-03-06
409,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,congenital heart disease in adults,34,Learn about treatments and complications of heart defects present at birth and care for adults with these defects.,114,60740,2005,53,29,112,83,70,48,0.0,2020-05-14
410,https://www.mayoclinic.org/diseases-conditions/hirschsprungs-disease/symptoms-causes/syc-20351556,hirschsprung's disease,22,This digestive disorder that's present at birth affects the nerves in the colon. It causes severe constipation but can be treated.,130,43317,1100,11,5,71,44,67,45,0.0,2019-03-05
413,https://www.mayoclinic.org/diseases-conditions/heart-failure/symptoms-causes/syc-20373142,heart failure,13,Heart failure is a chronic disease that needs lifelong management. Treatments can help you live longer and can even strengthen the heart in some cases.,151,70677,3099,29,24,97,67,71,48,1.0,2017-12-23
414,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/symptoms-causes/syc-20353910,conjoined twins,15,"If an early embryo only partially separates and two fetuses develop, they remain physically connected — most often at the chest, abdomen or pelvis.",147,48926,1729,13,5,74,47,69,46,0.0,2019-07-31
415,https://www.mayoclinic.org/diseases-conditions/pink-eye/symptoms-causes/syc-20376355,pink eye (conjunctivitis),25,"Pink eye (conjunctivitis) is uncomfortable and contagious, but — like the common cold — rarely requires medication or staying home.",131,49711,1777,8,3,73,46,69,47,0.0,2019-01-03
416,https://www.mayoclinic.org/diseases-conditions/constipation/symptoms-causes/syc-20354253,constipation,12,Chronically constipated? Find out what could be the cause and learn how to prevent and treat infrequent bowel movements.,120,49411,1646,13,5,76,47,72,49,1.0,2019-06-29
417,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/symptoms-causes/syc-20354242,constipation in children,24,"Learn what could cause constipation in your child, what you can do to prevent it and treatments that will get the bowel moving again.",133,47884,1838,11,4,71,44,67,45,0.0,2019-08-06
418,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,contact dermatitis,18,"Contact dermatitis — Learn to prevent and treat this red, itchy rash caused by touching certain substances, such as poison ivy, soap and skin products.",151,55587,2078,10,5,78,50,67,45,0.0,2018-10-04
419,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735,convergence insufficiency,25,"Convergence insufficiency typically causes one eye to drift outward when you’re trying to focus, making it hard to concentrate and tiring your eyes.",148,40395,1026,9,4,68,42,67,45,0.0,2017-07-15
420,https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963,coronavirus disease 2019 (covid-19),35,"Find out about coronavirus disease 2019 (COVID-19) and the coronavirus that causes it (SARS-CoV-2). Learn about symptoms, risks and ways to protect yourself.",157,164386,5194,15,7,97,62,263,240,1.0,2020-05-22
421,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/symptoms-causes/syc-20350613,coronary artery disease,23,Learn about this serious heart condition in which the major blood vessels that supply your heart with blood become damaged or diseased.,135,65224,2862,24,15,87,59,73,49,1.0,2018-05-16
422,https://www.mayoclinic.org/diseases-conditions/small-vessel-disease/symptoms-causes/syc-20352117,small vessel disease,20,Small vessel disease — Comprehensive overview covers symptoms and treatment of this heart condition.,100,50899,1692,18,11,75,48,70,47,0.0,2018-03-06
423,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/symptoms-causes/syc-20354767,corticobasal degeneration,25,"Learn about this rare condition that affects your nerve cells and may cause difficulties in speech, movement and thinking.",122,41525,1142,7,2,73,44,67,45,0.0,2019-12-11
424,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200,cough headaches,15,"Often triggered by coughing and other types of straining, these headaches can be harmless or signal another problem in the brain.",129,44389,1230,13,6,71,45,69,46,0.0,2020-05-05
425,https://www.mayoclinic.org/diseases-conditions/pubic-lice-crabs/symptoms-causes/syc-20350300,pubic lice (crabs),18,"Pubic lice (crabs) are an itchy, but treatable, nuisance. Find out how to spot and treat this common sexually transmitted infection (STI).",138,41770,1107,8,3,67,41,69,46,0.0,2018-11-06
426,https://www.mayoclinic.org/diseases-conditions/cradle-cap/symptoms-causes/syc-20350396,cradle cap,10,"Learn about the symptoms, treatments and home care tips for this short-lived type of seborrheic dermatitis that's common in infants.",132,43527,1115,8,3,69,43,67,45,0.0,2018-12-04
427,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820,muscle cramp,12,"Muscle cramp — Comprehensive overview covers causes, treatment, prevention of cramped muscles.",94,43739,1283,8,3,68,42,71,47,1.0,2019-01-03
428,https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938,menstrual cramps,16,Menstrual cramps — pain in the lower abdomen just before or during menstrual periods — can range from mild to severe. Learn about treatment options.,148,44652,1218,16,8,72,45,70,47,1.0,2020-04-08
429,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/symptoms-causes/syc-20354513,craniosynostosis,16,This birth defect results in premature fusing of one or more of the joints between the bone plates of an infant's skull before the brain is fully formed.,153,49976,1813,14,6,80,51,67,45,0.0,2019-12-13
430,https://www.mayoclinic.org/diseases-conditions/sudden-infant-death-syndrome/symptoms-causes/syc-20352800,sudden infant death syndrome (sids),35,Fluffy blankets and tummy sleeping increases SIDS risk for babies. Learn about other SIDS risks and how you can create a safe sleeping space for your baby.,155,44878,1673,9,3,69,42,67,45,1.0,2020-05-20
431,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304,crohn's disease,15,"Crohn's disease — Comprehensive overview covers symptoms, complications, treatment of this inflammatory bowel disease.",118,60660,2271,16,7,88,57,72,49,1.0,2019-12-24
432,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348,croup,5,"This upper airway infection obstructs breathing and causes a barking cough. It involves swelling around the voice box, windpipe and bronchial tubes.",148,46663,1481,9,3,70,44,67,45,0.0,2019-04-11
433,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244,cryoglobulinemia,16,"When abnormal proteins in your blood clump together at temperatures below 98.6 F (37 C), it can block blood flow and damage your skin, joints and nerves.",153,39788,959,8,3,72,43,67,45,0.0,2019-12-20
434,https://www.mayoclinic.org/diseases-conditions/undescended-testicle/symptoms-causes/syc-20351995,undescended testicle,20,"Learn about causes, complications and treatment of this condition in which one or both testicles aren't in their normal place within the scrotum.",145,45561,1604,11,6,76,47,67,45,0.0,2019-04-19
435,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870,cryptosporidium infection,25,Small parasites that get into your intestines cause this infection that results in diarrhea. It can be life-threatening if you have a weak immune system.,153,47092,1556,10,3,68,42,69,47,0.0,2019-12-12
436,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056,cutaneous t-cell lymphoma,25,"Learn about this type of non-Hodgkin's lymphoma that attacks the skin. Find out about cutaneous T-cell lymphoma (CTCL) symptoms, diagnosis and treatments.",154,43534,1108,21,12,78,50,67,45,0.0,2019-02-09
437,https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468,peyronie's disease,18,"Understand what causes bent and painful erections, and learn what treatments are available.",91,50296,1831,13,6,80,52,67,45,0.0,2020-04-04
438,https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716,scoliosis,9,This sideways curvature of the spine occurs most often during the growth spurt just before puberty. Treatment may include braces or surgery.,140,48213,1479,14,6,81,51,69,47,1.0,2019-06-22
439,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310,cushing syndrome,16,"Cushing syndrome is caused by high levels of the hormone cortisol in your body. Learn about symptoms, causes and treatment for this endocrine disorder.",151,52726,1858,11,6,79,51,67,45,1.0,2019-05-30
440,https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950,self-injury/cutting,19,"Deliberately hurting your own body, such as cutting or burning, is a harmful way to cope with emotional pain, intense anger and frustration.",140,49014,2116,9,3,66,43,67,45,0.0,2018-12-07
441,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161,cyclic vomiting syndrome,24,Cyclic vomiting syndrome often starts in childhood and is marked by spells of vomiting several times an hour over a period of hours or days.,140,47328,1565,11,4,74,47,67,45,0.0,2019-04-26
443,https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275,cyclothymia (cyclothymic disorder),34,"Also called cyclothymic disorder, this mood disorder causes emotional ups and downs that are less extreme than bipolar disorder. Learn about treatment.",151,47669,1607,10,3,77,49,67,45,0.0,2018-05-10
444,https://www.mayoclinic.org/diseases-conditions/ganglion-cyst/symptoms-causes/syc-20351156,ganglion cyst,13,"Ganglion cysts — Comprehensive overview covers causes, treatment of lumps on wrist, hand or foot.",97,46392,1315,14,6,79,49,69,46,0.0,2019-01-09
445,https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134,kidney cysts,12,Kidney cysts — round pouches of fluid on or in the kidneys — are sometimes discovered during routine imaging exams. Learn when treatment may be needed. ,152,42043,1089,8,3,67,42,67,45,0.0,2018-06-09
446,https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/symptoms-causes/syc-20353405,ovarian cysts,13,"Many women have ovarian cysts at some time. Most are harmless, but some can cause serious symptoms. Know what symptoms to watch for.",132,54044,1902,10,4,79,51,67,45,1.0,2019-07-25
447,https://www.mayoclinic.org/diseases-conditions/pancreatic-cysts/symptoms-causes/syc-20375993,pancreatic cysts,16,"Most pancreatic cysts are benign, but some types are cancerous. Find out about symptoms, causes and treatment of cysts in the pancreas.",135,44122,1148,12,5,72,46,67,45,0.0,2020-02-28
448,https://www.mayoclinic.org/diseases-conditions/pilonidal-cyst/symptoms-causes/syc-20376329,pilonidal cyst,14,"Pilonidal cyst — Comprehensive overview covers causes, symptoms and treatments of this skin abnormality.",104,43130,1215,8,3,68,42,67,45,0.0,2018-11-21
449,https://www.mayoclinic.org/diseases-conditions/spermatocele/symptoms-causes/syc-20377829,spermatocele,12,"Learn more about this noncancerous testicular disorder that may require surgery if it's causing discomfort. But, the condition often needs no treatment.",152,47569,1495,10,4,72,45,67,45,0.0,2020-03-18
450,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700,cystic fibrosis,15,"This inherited condition causes severe damage to the lungs, digestive system and other organs. Learn about improvements in screening and treatments.",148,58627,2629,18,9,82,54,68,46,1.0,2020-03-14
451,https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701,epidermoid cysts,16,"Find out more about this usually harmless, common skin bump in adults.",70,42528,1218,10,4,68,42,67,45,0.0,2020-04-07
452,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358,cytomegalovirus (cmv) infection,31,Understand the symptoms and treatment of this common viral infection that can cause health problems for babies and people who have weakened immunity.,149,47964,1851,8,2,68,42,67,45,0.0,2020-03-14
453,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850,dandruff,8,"Learn about the causes of this sometimes embarrassing, flaky scalp disorder and which medicated shampoos and self-care habits may help control it.",146,41910,1091,7,2,68,42,70,47,1.0,2019-09-11
